dataset	entities	relations	triples	trial	model	entity_margin	relation_margin	threshold	time	mrr	iamr	igmr	hits@1	hits@5	hits@10	hits@50	hits@100	aamr	aamri
Countries	271	2	1110	6	MarginalDistribution	False	False		0.03435921669006348	0.007577424196225629	0.007555485597355581	0.007565800036792025	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Countries	271	2	1110	7	MarginalDistribution	False	False		0.04081988334655762	0.007692709251469348	0.007650011953143677	0.007670179586777695	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Countries	271	2	1110	8	MarginalDistribution	False	False		0.03217601776123047	0.00760027434262518	0.00757635545734354	0.007587581562325792	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Countries	271	2	1110	9	MarginalDistribution	False	False		0.029818058013916016	0.007541552475660433	0.007530593034201444	0.007535805782184926	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Countries	271	2	1110	0	SoftInverseTriple				0.03644990921020508	0.05295437482536378	0.013348164627363737	0.02338579132636817	0.0	0.08333333333333333	0.1875	0.4166666666666667	0.7291666666666666	0.5612173234490831	0.442094504284928
Countries	271	2	1110	1	SoftInverseTriple				0.02566385269165039	0.0891407480216084	0.01292929292929293	0.023571917557356638	0.041666666666666664	0.10416666666666667	0.14583333333333334	0.4375	0.6666666666666666	0.5813953488372093	0.42177514792899407
Countries	271	2	1110	2	SoftInverseTriple				0.03295016288757324	0.07704439501788168	0.013814937401064901	0.026853720365197578	0.020833333333333332	0.08333333333333333	0.14583333333333334	0.5416666666666666	0.75	0.5469500196772924	0.45649932587834086
Countries	271	2	1110	3	SoftInverseTriple				0.021374940872192383	0.052059376874752025	0.01473522640061397	0.024292525151181275	0.0	0.08333333333333333	0.14583333333333334	0.3958333333333333	0.7708333333333334	0.5086267468186431	0.49508377251632196
Countries	271	2	1110	4	SoftInverseTriple				0.022133588790893555	0.0840928247329361	0.012315586914688903	0.02399085157932836	0.020833333333333332	0.14583333333333334	0.1875	0.3958333333333333	0.6458333333333334	0.6143116084797856	0.3886286031922497
Countries	271	2	1110	5	SoftInverseTriple				0.019350051879882812	0.0867816997186675	0.01375358166189112	0.026125773687592238	0.041666666666666664	0.08333333333333333	0.16666666666666666	0.5	0.75	0.5477517068194302	0.4556811892148336
Countries	271	2	1110	6	SoftInverseTriple				0.025683879852294922	0.06916335360490698	0.011766147812231892	0.020853994529751306	0.020833333333333332	0.10416666666666667	0.16666666666666666	0.3125	0.6666666666666666	0.6421375728002519	0.36058683584456774
Countries	271	2	1110	7	SoftInverseTriple				0.07008171081542969	0.1173940423584113	0.012051217675119257	0.02716045967384837	0.0625	0.1875	0.22916666666666666	0.4583333333333333	0.625	0.6347916168619013	0.36802376937284187
Countries	271	2	1110	8	SoftInverseTriple				0.06932306289672852	0.06892673650446393	0.012072434607645876	0.024607661955746266	0.0	0.10416666666666667	0.20833333333333334	0.4166666666666667	0.6458333333333334	0.6275747770499566	0.3752683896620279
Countries	271	2	1110	9	SoftInverseTriple				0.04713296890258789	0.09954657348022655	0.0112005600280014	0.02292304026656418	0.0625	0.10416666666666667	0.16666666666666666	0.3958333333333333	0.625	0.6723407593347976	0.3301454315523237
Countries	271	2	1110	0	SoftInverseTriple			0.1	0.023443222045898438	0.05297065680538747	0.013513513513513514	0.023476283621192997	0.0	0.08333333333333333	0.1875	0.4166666666666667	0.7291666666666666	0.5543503706593835	0.44901328720811384
Countries	271	2	1110	1	SoftInverseTriple			0.1	0.019965171813964844	0.08916124125563984	0.013116545976226262	0.02368388671248185	0.041666666666666664	0.10416666666666667	0.14583333333333334	0.4375	0.6666666666666666	0.5730952940255265	0.430138067061144
Countries	271	2	1110	2	SoftInverseTriple			0.1	0.014666080474853516	0.07713288872260446	0.01411349603057924	0.027061902879485865	0.020833333333333332	0.08333333333333333	0.14583333333333334	0.5416666666666666	0.75	0.5353797717434081	0.4681576651598065
Countries	271	2	1110	3	SoftInverseTriple			0.1	0.016654014587402344	0.052075248856235726	0.014936984596234633	0.024385306799532547	0.0	0.08333333333333333	0.14583333333333334	0.3958333333333333	0.7708333333333334	0.501756577406511	0.5020058208133407
Countries	271	2	1110	4	SoftInverseTriple			0.1	0.012076854705810547	0.08411872899458706	0.012514665623777864	0.02412967250815055	0.020833333333333332	0.14583333333333334	0.1875	0.3958333333333333	0.6458333333333334	0.604539364804161	0.398475343444771
Countries	271	2	1110	5	SoftInverseTriple			0.1	0.022100210189819336	0.08680589071595779	0.014002333722287047	0.02627168954250634	0.041666666666666664	0.08333333333333333	0.16666666666666666	0.5	0.75	0.5380208742054461	0.46548588598086504
Countries	271	2	1110	6	SoftInverseTriple			0.1	0.016092777252197266	0.06918839499066415	0.011937329022631187	0.020968976375795166	0.020833333333333332	0.10416666666666667	0.16666666666666666	0.3125	0.6666666666666666	0.6329293247284747	0.36986518636003174
Countries	271	2	1110	7	SoftInverseTriple			0.1	0.011317968368530273	0.11742448827405652	0.01224177505738332	0.027330850019432282	0.0625	0.1875	0.22916666666666666	0.4583333333333333	0.625	0.6249103514224241	0.3779812093471453
Countries	271	2	1110	8	SoftInverseTriple			0.1	0.014618873596191406	0.06898556989807972	0.012326656394453005	0.024805660512532295	0.0	0.10416666666666667	0.20833333333333334	0.4166666666666667	0.6458333333333334	0.6146318364769947	0.38831013916501
Countries	271	2	1110	9	SoftInverseTriple			0.1	0.02008986473083496	0.09957423305041709	0.011394658753709198	0.023071881977442876	0.0625	0.10416666666666667	0.16666666666666666	0.3958333333333333	0.625	0.6608879824286163	0.3416851090736641
Countries	271	2	1110	0	SoftInverseTriple			0.3	0.025643110275268555	0.05297065680538747	0.013513513513513514	0.023476283621192997	0.0	0.08333333333333333	0.1875	0.4166666666666667	0.7291666666666666	0.5543503706593835	0.44901328720811384
Countries	271	2	1110	1	SoftInverseTriple			0.3	0.023485183715820312	0.08916124125563984	0.013116545976226262	0.02368388671248185	0.041666666666666664	0.10416666666666667	0.14583333333333334	0.4375	0.6666666666666666	0.5730952940255265	0.430138067061144
Countries	271	2	1110	2	SoftInverseTriple			0.3	0.01542210578918457	0.07713288872260446	0.01411349603057924	0.027061902879485865	0.020833333333333332	0.08333333333333333	0.14583333333333334	0.5416666666666666	0.75	0.5353797717434081	0.4681576651598065
Countries	271	2	1110	3	SoftInverseTriple			0.3	0.015195131301879883	0.052075248856235726	0.014936984596234633	0.024385306799532547	0.0	0.08333333333333333	0.14583333333333334	0.3958333333333333	0.7708333333333334	0.501756577406511	0.5020058208133407
Countries	271	2	1110	4	SoftInverseTriple			0.3	0.012909889221191406	0.08411872899458706	0.012514665623777864	0.02412967250815055	0.020833333333333332	0.14583333333333334	0.1875	0.3958333333333333	0.6458333333333334	0.604539364804161	0.398475343444771
Countries	271	2	1110	5	SoftInverseTriple			0.3	0.024819135665893555	0.08680589071595779	0.014002333722287047	0.02627168954250634	0.041666666666666664	0.08333333333333333	0.16666666666666666	0.5	0.75	0.5380208742054461	0.46548588598086504
Countries	271	2	1110	6	SoftInverseTriple			0.3	0.014807939529418945	0.06918839499066415	0.011937329022631187	0.020968976375795166	0.020833333333333332	0.10416666666666667	0.16666666666666666	0.3125	0.6666666666666666	0.6329293247284747	0.36986518636003174
Countries	271	2	1110	7	SoftInverseTriple			0.3	0.011486053466796875	0.11742448827405652	0.01224177505738332	0.027330850019432282	0.0625	0.1875	0.22916666666666666	0.4583333333333333	0.625	0.6249103514224241	0.3779812093471453
Countries	271	2	1110	8	SoftInverseTriple			0.3	0.013133049011230469	0.06898556989807972	0.012326656394453005	0.024805660512532295	0.0	0.10416666666666667	0.20833333333333334	0.4166666666666667	0.6458333333333334	0.6146318364769947	0.38831013916501
Countries	271	2	1110	9	SoftInverseTriple			0.3	0.021677255630493164	0.09957423305041709	0.011394658753709198	0.023071881977442876	0.0625	0.10416666666666667	0.16666666666666666	0.3958333333333333	0.625	0.6608879824286163	0.3416851090736641
Nations	14	55	1592	0	MarginalDistribution	True	True		0.046569108963012695	0.7359736502215654	0.45117845117845123	0.6091635679230623	0.6169154228855721	0.8980099502487562	0.9950248756218906	1.0	1.0	0.4787748522299839	0.6648389307745031
Nations	14	55	1592	1	MarginalDistribution	True	True		0.04424405097961426	0.6814950441595468	0.38972370334464373	0.5442048315180749	0.5398009950248757	0.8606965174129353	0.9950248756218906	1.0	1.0	0.5396285639550091	0.5829744948658497
Nations	14	55	1592	2	MarginalDistribution	True	True		0.05810189247131348	0.737853164905479	0.44841048522030114	0.6111117611237943	0.6194029850746269	0.9029850746268657	0.9975124378109452	1.0	1.0	0.4969512195121952	0.6472895863052781
Nations	14	55	1592	3	MarginalDistribution	True	True		0.04876995086669922	0.7212453975412771	0.41083290751149715	0.5829613492883279	0.599502487562189	0.8781094527363185	0.972636815920398	1.0	1.0	0.548025763091571	0.5833032164799421
Nations	14	55	1592	4	MarginalDistribution	True	True		0.05249810218811035	0.7229197507044708	0.4260731319554849	0.5906199752781948	0.5945273631840796	0.8905472636815921	0.9875621890547264	1.0	1.0	0.5104138490668109	0.6256481161424128
Nations	14	55	1592	5	MarginalDistribution	True	True		0.06094837188720703	0.6856589656987402	0.3765807962529274	0.5381736873327669	0.5646766169154229	0.845771144278607	0.9900497512437811	1.0	1.0	0.576092822450081	0.5413507925568573
Nations	14	55	1592	6	MarginalDistribution	True	True		0.07626962661743164	0.6776240019713761	0.36380090497737555	0.5281513882239515	0.5472636815920398	0.8333333333333334	0.9701492537313433	1.0	1.0	0.5883919062832801	0.5237127371273713
Nations	14	55	1592	7	MarginalDistribution	True	True		0.042413949966430664	0.7208647903276154	0.4191866527632951	0.5853042965521503	0.5970149253731343	0.8781094527363185	0.9875621890547264	1.0	1.0	0.5256234584817759	0.6084358523725835
Nations	14	55	1592	8	MarginalDistribution	True	True		0.07631993293762207	0.7257302704086939	0.40812182741116754	0.5859742361606396	0.6069651741293532	0.8606965174129353	0.972636815920398	1.0	1.0	0.5338753387533876	0.5959805959805959
Nations	14	55	1592	9	MarginalDistribution	True	True		0.050080060958862305	0.6903194827350316	0.398414271555996	0.5548888586486052	0.5497512437810945	0.8781094527363185	0.9776119402985075	1.0	1.0	0.5513661202185792	0.5749299719887955
Nations	14	55	1592	0	MarginalDistribution	True	False		0.02910017967224121	0.5970269664992645	0.3557522123893805	0.47299937258549024	0.39800995024875624	0.8507462686567164	0.9950248756218906	1.0	1.0	0.6072004298764107	0.5010281014393418
Nations	14	55	1592	1	MarginalDistribution	True	False		0.041647911071777344	0.5723582168843077	0.3347210657785179	0.4492981249211383	0.36318407960199006	0.8333333333333334	0.9850746268656716	1.0	1.0	0.6283023803295841	0.47068565750248437
Nations	14	55	1592	2	MarginalDistribution	True	False		0.05590391159057617	0.58736221546801	0.36931557188791914	0.4738644123282883	0.3781094527363184	0.8781094527363185	0.9975124378109452	1.0	1.0	0.6033813747228381	0.5103423680456489
Nations	14	55	1592	3	MarginalDistribution	True	False		0.047128915786743164	0.5859599022184685	0.35216819973718794	0.4649664468077202	0.3855721393034826	0.8656716417910447	0.9875621890547264	1.0	1.0	0.6393167180061607	0.4654860860137333
Nations	14	55	1592	4	MarginalDistribution	True	False		0.030446767807006836	0.5987682627885254	0.36265223274695535	0.47805949933473785	0.39303482587064675	0.8557213930348259	0.9950248756218906	1.0	1.0	0.5996754124966189	0.5115796750777739
Nations	14	55	1592	5	MarginalDistribution	True	False		0.045952796936035156	0.5836814709019089	0.3581291759465479	0.4672488241433805	0.3681592039800995	0.8582089552238806	0.9975124378109452	1.0	1.0	0.6057744198596869	0.5034458993797382
Nations	14	55	1592	6	MarginalDistribution	True	False		0.05828404426574707	0.5827647331928156	0.3435897435897436	0.4584868712586601	0.38308457711442784	0.8482587064676617	0.9950248756218906	1.0	1.0	0.6230031948881789	0.47967479674796754
Nations	14	55	1592	7	MarginalDistribution	True	False		0.04252505302429199	0.5898562585407001	0.3623253717890942	0.474598701866033	0.373134328358209	0.8681592039800995	0.9950248756218906	1.0	1.0	0.6081118114551932	0.5026362038664323
Nations	14	55	1592	8	MarginalDistribution	True	False		0.06409907341003418	0.6173815903541886	0.37640449438202245	0.4955116943993487	0.42786069651741293	0.8731343283582089	0.9925373134328358	1.0	1.0	0.5788617886178862	0.5384615384615383
Nations	14	55	1592	9	MarginalDistribution	True	False		0.07733488082885742	0.567951204329491	0.3406779661016949	0.44910960986170567	0.35074626865671643	0.8333333333333334	0.9950248756218906	1.0	1.0	0.644808743169399	0.4551820728291316
Nations	14	55	1592	0	MarginalDistribution	False	True		0.0536189079284668	0.5626456200615958	0.36297968397291197	0.4625395710387832	0.2860696517412935	0.8756218905472637	0.9925373134328358	1.0	1.0	0.5951101558301989	0.5164496230294722
Nations	14	55	1592	1	MarginalDistribution	False	True		0.025940895080566406	0.5535742111055175	0.33696563285834036	0.4441467741405564	0.2935323383084577	0.8532338308457711	0.9800995024875622	1.0	1.0	0.6241171854564478	0.47598542563762836
Nations	14	55	1592	2	MarginalDistribution	False	True		0.042298078536987305	0.5659840645827893	0.3557522123893805	0.4629238555993206	0.291044776119403	0.8706467661691543	0.9900497512437811	1.0	1.0	0.6263858093126387	0.48074179743223955
Nations	14	55	1592	3	MarginalDistribution	False	True		0.04910421371459961	0.5654038269449568	0.34476843910806176	0.45741553678369223	0.2935323383084577	0.8631840796019901	0.9751243781094527	1.0	1.0	0.6530383646037524	0.44777737621973257
Nations	14	55	1592	4	MarginalDistribution	False	True		0.028811931610107422	0.5634500983658833	0.3492615117289314	0.45708476702144574	0.2960199004975124	0.8557213930348259	0.9776119402985075	1.0	1.0	0.6226670273194481	0.482198409955064
Nations	14	55	1592	5	MarginalDistribution	False	True		0.044029951095581055	0.5489703149507758	0.32315112540192925	0.4347354146645218	0.291044776119403	0.8258706467661692	0.972636815920398	1.0	1.0	0.6713437668645439	0.4197105444521021
Nations	14	55	1592	6	MarginalDistribution	False	True		0.08362698554992676	0.5310247406970817	0.3116279069767442	0.41963810932589113	0.26119402985074625	0.8034825870646766	0.9626865671641791	1.0	1.0	0.6869009584664536	0.39837398373983746
Nations	14	55	1592	7	MarginalDistribution	False	True		0.03702592849731445	0.5517396497311937	0.3415463041631266	0.4465871836759273	0.27611940298507465	0.8432835820895522	0.9825870646766169	1.0	1.0	0.6451082488352974	0.4551845342706502
Nations	14	55	1592	8	MarginalDistribution	False	True		0.05733895301818848	0.5619663643975137	0.3282972641894651	0.44786954382232763	0.3009950248756219	0.8383084577114428	0.9502487562189055	1.0	1.0	0.6636856368563686	0.43000693000693
Nations	14	55	1592	9	MarginalDistribution	False	True		0.07903695106506348	0.5444838121149591	0.3323687474162877	0.4380286396057953	0.27611940298507465	0.845771144278607	0.9651741293532339	1.0	1.0	0.6609289617486339	0.43452380952380953
Nations	14	55	1592	0	MarginalDistribution	False	False		0.05939626693725586	0.25540130129682365	0.216012896292316	0.2326701554140925	0.0	0.6368159203980099	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	1	MarginalDistribution	False	False		0.04516005516052246	0.2541886112781635	0.2103060423750981	0.22847462533297314	0.0	0.5771144278606966	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	2	MarginalDistribution	False	False		0.04207897186279297	0.26673508912314875	0.22283813747228381	0.24154579128367076	0.0	0.6691542288557214	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	3	MarginalDistribution	False	False		0.02871394157409668	0.2723107047733913	0.22514701764211706	0.24541967991704264	0.0	0.6791044776119403	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	4	MarginalDistribution	False	False		0.03128767013549805	0.26537386052311424	0.21747362726535027	0.23733552795930918	0.0	0.6044776119402985	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	5	MarginalDistribution	False	False		0.06334400177001953	0.262004358273015	0.2169454937938478	0.23607438313510382	0.0	0.6417910447761194	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	6	MarginalDistribution	False	False		0.046700239181518555	0.2545549392564318	0.21405750798722042	0.2314415360907684	0.0	0.6243781094527363	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	7	MarginalDistribution	False	False		0.0781562328338623	0.2654064840632005	0.22033433817484244	0.2395666578129431	0.0	0.6592039800995025	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	8	MarginalDistribution	False	False		0.05767989158630371	0.26515542224497446	0.21788617886178863	0.23794770141288554	0.0	0.6243781094527363	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	9	MarginalDistribution	False	False		0.017583131790161133	0.25941008963397016	0.21967213114754097	0.23700930363540018	0.0	0.6318407960199005	1.0	1.0	1.0	1.0	0.0
Nations	14	55	1592	0	SoftInverseTriple				0.05355691909790039	0.567294569719943	0.35201401050788095	0.45695233653672457	0.3482587064676617	0.8955223880597015	0.9925373134328358	1.0	1.0	0.6136485760343902	0.49280328992460587
Nations	14	55	1592	1	SoftInverseTriple				0.03722095489501953	0.5349296364221737	0.31480031323414254	0.4199360483734877	0.31343283582089554	0.8532338308457711	0.9751243781094527	1.0	1.0	0.6680617316243788	0.4203378602186154
Nations	14	55	1592	2	SoftInverseTriple				0.04381895065307617	0.5639908322744144	0.3566992014196983	0.45845242442600914	0.3333333333333333	0.8980099502487562	0.9900497512437811	1.0	1.0	0.6247228381374723	0.48288159771754635
Nations	14	55	1592	3	SoftInverseTriple				0.08351993560791016	0.5477542496199213	0.33527939949958296	0.4401687613806573	0.31094527363184077	0.8855721393034826	0.9751243781094527	1.0	1.0	0.6715205824698964	0.42392482833393563
Nations	14	55	1592	4	SoftInverseTriple				0.021453857421875	0.5500781004512347	0.33612040133779264	0.4405592073141965	0.32338308457711445	0.8905472636815921	0.9800995024875622	1.0	1.0	0.6470110900730321	0.45108883511925335
Nations	14	55	1592	5	SoftInverseTriple				0.0466771125793457	0.5515290886559543	0.3305921052631579	0.4359678517700919	0.3383084577114428	0.8532338308457711	0.9850746268656716	1.0	1.0	0.6562331354560172	0.43900758097863546
Nations	14	55	1592	6	SoftInverseTriple				0.03557920455932617	0.5368446644566047	0.3265637692932575	0.42738106214368576	0.30597014925373134	0.8631840796019901	0.9850746268656716	1.0	1.0	0.6554845580404686	0.43834688346883466
Nations	14	55	1592	7	SoftInverseTriple				0.06665658950805664	0.5508049578945101	0.34565778159931215	0.446496920772966	0.31343283582089554	0.900497512437811	0.9800995024875622	1.0	1.0	0.6374349136749794	0.4650263620386643
Nations	14	55	1592	8	SoftInverseTriple				0.06397700309753418	0.5509479395673426	0.3421276595744681	0.4441033820111643	0.31840796019900497	0.8756218905472637	0.9776119402985075	1.0	1.0	0.6368563685636857	0.4643104643104643
Nations	14	55	1592	9	SoftInverseTriple				0.029775142669677734	0.5404191441504875	0.33004926108374383	0.4320645971208752	0.30845771144278605	0.8731343283582089	0.9800995024875622	1.0	1.0	0.6655737704918033	0.4285714285714286
Nations	14	55	1592	0	SoftInverseTriple			0.1	0.02330613136291504	0.5714089186104111	0.3623253717890942	0.4658345943476434	0.3407960199004975	0.8980099502487562	0.9925373134328358	1.0	1.0	0.5961848468565288	0.5150788211103494
Nations	14	55	1592	1	SoftInverseTriple			0.1	0.033509016036987305	0.5506732046284285	0.32185748598879105	0.43201382616991174	0.3358208955223881	0.8507462686567164	0.9825870646766169	1.0	1.0	0.6534135495684018	0.43888704869161976
Nations	14	55	1592	2	SoftInverseTriple			0.1	0.028949975967407227	0.5656244391319019	0.35638297872340424	0.4590413858346209	0.3358208955223881	0.8855721393034826	0.9950248756218906	1.0	1.0	0.6252771618625278	0.4821683309557774
Nations	14	55	1592	3	SoftInverseTriple			0.1	0.019381999969482422	0.5561392173332472	0.34096692111959287	0.4476161423470606	0.31840796019900497	0.8756218905472637	0.9776119402985075	1.0	1.0	0.6603192383085971	0.4383809179616913
Nations	14	55	1592	4	SoftInverseTriple			0.1	0.02967667579650879	0.5588562335950396	0.3379571248423707	0.44666281141846326	0.3333333333333333	0.8805970149253731	0.9776119402985075	1.0	1.0	0.6434947254530701	0.45558244037331486
Nations	14	55	1592	5	SoftInverseTriple			0.1	0.02006983757019043	0.5529140680503433	0.33004926108374383	0.4367678054628137	0.3383084577114428	0.8507462686567164	0.9825870646766169	1.0	1.0	0.657312466270912	0.4376292212267402
Nations	14	55	1592	6	SoftInverseTriple			0.1	0.02047109603881836	0.5365455025902788	0.3200636942675159	0.4240195182107328	0.30845771144278605	0.8557213930348259	0.9776119402985075	1.0	1.0	0.6687965921192758	0.42140921409214094
